index,Lo,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,time
1511,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:05:17.800000000
1512,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:05:46.600000000
1513,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:06:15.400000000
1514,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:06:44.200000000
1515,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:07:13.000000000
1516,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:07:41.800000000
1517,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:08:10.600000000
1518,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:08:39.400000000
1519,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:09:08.200000000
1520,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:09:37.000000000
1521,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:10:05.800000000
1522,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:10:34.600000000
1523,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:11:03.400000000
1524,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:11:32.200000000
1525,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:12:01.000000000
1526,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:12:29.800000000
1527,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:12:58.600000000
1528,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:13:27.400000000
1529,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:13:56.200000000
1530,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:14:25.000000000
1531,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:14:53.800000000
1532,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:15:22.600000000
1533,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:15:51.400000000
1534,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:16:20.200000000
1535,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:16:49.000000000
1536,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:17:17.800000000
1537,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:17:46.600000000
1538,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:18:15.400000000
1539,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:18:44.200000000
1540,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:19:13.000000000
1541,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:19:41.800000000
1542,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:20:10.600000000
1543,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:20:39.400000000
1544,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:21:08.200000000
1545,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:21:37.000000000
1546,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:22:05.800000000
1547,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:22:34.600000000
1548,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:23:03.400000000
1549,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:23:32.200000000
1550,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:24:01.000000000
1551,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:24:29.800000000
1552,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:24:58.600000000
1553,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:25:27.400000000
1554,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:25:56.200000000
1555,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:26:25.000000000
1556,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:26:53.800000000
1557,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:27:22.600000000
1558,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:27:51.400000000
1559,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:28:20.200000000
1560,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:28:49.000000000
1561,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:29:17.800000000
1562,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:29:46.600000000
1563,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:30:15.400000000
1564,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:30:44.200000000
1565,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:31:13.000000000
1566,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:31:41.800000000
1567,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:32:10.600000000
1568,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:32:39.400000000
1569,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:33:08.200000000
1570,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:33:37.000000000
1571,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:34:05.800000000
1572,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:34:34.600000000
1573,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:35:03.400000000
1574,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:35:32.200000000
1575,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:36:01.000000000
1576,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:36:29.800000000
1577,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:36:58.600000000
1578,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:37:27.400000000
1579,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:37:56.200000000
1580,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:38:25.000000000
1581,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:38:53.800000000
1582,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:39:22.600000000
1583,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:39:51.400000000
1584,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:40:20.200000000
1585,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:40:49.000000000
1586,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:41:17.800000000
1587,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:41:46.600000000
1588,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:42:15.400000000
1589,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:42:44.200000000
1590,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:43:13.000000000
1591,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:43:41.800000000
1592,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:44:10.600000000
1593,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:44:39.400000000
1594,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:45:08.200000000
1595,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:45:37.000000000
1596,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:46:05.800000000
1597,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:46:34.600000000
1598,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:47:03.400000000
1599,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:47:32.200000000
1600,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:48:01.000000000
1601,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:48:29.800000000
1602,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:48:58.600000000
1603,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:49:27.400000000
1604,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:49:56.200000000
1605,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:50:25.000000000
1606,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:50:53.800000000
1607,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:51:22.600000000
1608,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:51:51.400000000
1609,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:52:20.200000000
1610,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:52:49.000000000
1611,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:53:17.800000000
1612,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:53:46.600000000
1613,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:54:15.400000000
1614,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:54:44.200000000
1615,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:55:13.000000000
1616,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:55:41.800000000
1617,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:56:10.600000000
1618,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:56:39.400000000
1619,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:57:08.200000000
1620,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:57:37.000000000
1621,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:58:05.800000000
1622,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:58:34.600000000
1623,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:59:03.400000000
1624,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 12:59:32.200000000
1625,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:00:01.000000000
1626,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:00:29.800000000
1627,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:00:58.600000000
1628,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:01:27.400000000
1629,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:01:56.200000000
1630,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:02:25.000000000
1631,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:02:53.800000000
1632,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:03:22.600000000
1633,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:03:51.400000000
1634,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:04:20.200000000
1635,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:04:49.000000000
1636,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:05:17.800000000
1637,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:05:46.600000000
1638,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:06:15.400000000
1639,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:06:44.200000000
1640,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:07:13.000000000
1641,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:07:41.800000000
1642,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:08:10.600000000
1643,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:08:39.400000000
1644,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:09:08.200000000
1645,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:09:37.000000000
1646,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:10:05.800000000
1647,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:10:34.600000000
1648,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:11:03.400000000
1649,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:11:32.200000000
1650,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:12:01.000000000
1651,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:12:29.800000000
1652,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:12:58.600000000
1653,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:13:27.400000000
1654,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:13:56.200000000
1655,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:14:25.000000000
1656,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:14:53.800000000
1657,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:15:22.600000000
1658,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:15:51.400000000
1659,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:16:20.200000000
1660,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:16:49.000000000
1661,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:17:17.800000000
1662,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:17:46.600000000
1663,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:18:15.400000000
1664,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:18:44.200000000
1665,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:19:13.000000000
1666,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:19:41.800000000
1667,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:20:10.600000000
1668,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:20:39.400000000
1669,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:21:08.200000000
1670,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:21:37.000000000
1671,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:22:05.800000000
1672,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:22:34.600000000
1673,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:23:03.400000000
1674,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:23:32.200000000
1675,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:24:01.000000000
1676,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:24:29.800000000
1677,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:24:58.600000000
1678,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:25:27.400000000
1679,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:25:56.200000000
1680,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:26:25.000000000
1681,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:26:53.800000000
1682,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:27:22.600000000
1683,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:27:51.400000000
1684,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:28:20.200000000
1685,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:28:49.000000000
1686,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:29:17.800000000
1687,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:29:46.600000000
1688,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:30:15.400000000
1689,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:30:44.200000000
1690,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:31:13.000000000
1691,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:31:41.800000000
1692,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:32:10.600000000
1693,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:32:39.400000000
1694,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:33:08.200000000
1695,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:33:37.000000000
1696,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:34:05.800000000
1697,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:34:34.600000000
1698,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:35:03.400000000
1699,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:35:32.200000000
1700,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:36:01.000000000
1701,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:36:29.800000000
1702,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:36:58.600000000
1703,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:37:27.400000000
1704,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:37:56.200000000
1705,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:38:25.000000000
1706,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:38:53.800000000
1707,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:39:22.600000000
1708,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:39:51.400000000
1709,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:40:20.200000000
1710,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:40:49.000000000
1711,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:41:17.800000000
1712,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:41:46.600000000
1713,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:42:15.400000000
1714,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:42:44.200000000
1715,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:43:13.000000000
1716,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:43:41.800000000
1717,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:44:10.600000000
1718,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:44:39.400000000
1719,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:45:08.200000000
1720,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:45:37.000000000
1721,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:46:05.800000000
1722,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:46:34.600000000
1723,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:47:03.400000000
1724,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:47:32.200000000
1725,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:48:01.000000000
1726,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:48:29.800000000
1727,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:48:58.600000000
1728,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:49:27.400000000
1729,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:49:56.200000000
1730,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:50:25.000000000
1731,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:50:53.800000000
1732,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:51:22.600000000
1733,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:51:51.400000000
1734,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:52:20.200000000
1735,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:52:49.000000000
1736,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:53:17.800000000
1737,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:53:46.600000000
1738,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:54:15.400000000
1739,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:54:44.200000000
1740,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:55:13.000000000
1741,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:55:41.800000000
1742,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:56:10.600000000
1743,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:56:39.400000000
1744,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:57:08.200000000
1745,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:57:37.000000000
1746,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:58:05.800000000
1747,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:58:34.600000000
1748,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:59:03.400000000
1749,1.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0 days 13:59:32.200000000
1750,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:00:01.000000000
1751,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:00:29.800000000
1752,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:00:58.600000000
1753,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:01:27.400000000
1754,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:01:56.200000000
1755,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:02:25.000000000
1756,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:02:53.800000000
1757,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:03:22.600000000
1758,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:03:51.400000000
1759,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:04:20.200000000
1760,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:04:49.000000000
1761,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:05:17.800000000
1762,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:05:46.600000000
1763,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:06:15.400000000
1764,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:06:44.200000000
1765,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:07:13.000000000
1766,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:07:41.800000000
1767,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:08:10.600000000
1768,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:08:39.400000000
1769,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:09:08.200000000
1770,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:09:37.000000000
1771,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:10:05.800000000
1772,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:10:34.600000000
1773,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:11:03.400000000
1774,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:11:32.200000000
1775,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:12:01.000000000
1776,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:12:29.800000000
1777,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:12:58.600000000
1778,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:13:27.400000000
1779,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:13:56.200000000
1780,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:14:25.000000000
1781,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:14:53.800000000
1782,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:15:22.600000000
1783,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:15:51.400000000
1784,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:16:20.200000000
1785,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:16:49.000000000
1786,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:17:17.800000000
1787,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:17:46.600000000
1788,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:18:15.400000000
1789,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:18:44.200000000
1790,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:19:13.000000000
1791,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:19:41.800000000
1792,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:20:10.600000000
1793,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:20:39.400000000
1794,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:21:08.200000000
1795,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:21:37.000000000
1796,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:22:05.800000000
1797,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:22:34.600000000
1798,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:23:03.400000000
1799,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:23:32.200000000
1800,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:24:01.000000000
1801,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:24:29.800000000
1802,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:24:58.600000000
1803,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:25:27.400000000
1804,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:25:56.200000000
1805,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:26:25.000000000
1806,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:26:53.800000000
1807,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 14:27:22.600000000
